Name,Algorithm,Reduced,Iterations,Time,Cost,Total_operators
2318_18,classifciation and regreession model greedy,False,2,7.648060321807861,17.852799999999945,5
24147,classifciation and regreession model greedy,True,1,2.3028461933135986,49.04446199999998,9
A Comparison of,classifciation and regreession model greedy,False,2,7.855501890182495,20.659515199999987,9
A Critical Look,classifciation and regreession model greedy,True,2,7.093589544296265,18.036143999999993,11
A Domain Generalization,classifciation and regreession model greedy,False,1,3.6863105297088623,2.5353304000000065,5
A Knowledge Driven,classifciation and regreession model greedy,False,7,21.148390293121338,58.11302079999999,18
A Multilayer Convolutional,classifciation and regreession model greedy,True,5,13.657238245010376,87.82320006000003,32
A Natural Language,classifciation and regreession model greedy,True,7,29.236104726791382,52.80370202500001,21
A Question-Answering Approach,classifciation and regreession model greedy,True,9,29.92580246925354,59.578074775000005,27
A Student-Teacher Architecture,classifciation and regreession model greedy,True,4,15.665662050247192,56.466693400000025,25
A Unified Implicit,classifciation and regreession model greedy,True,5,20.863205194473267,34.53705027500004,18
Abusive Language Detection,classifciation and regreession model greedy,True,4,19.254156827926636,72.30672370250012,34
Accelerating the Development,classifciation and regreession model greedy,False,8,32.79935383796692,75.84727279999996,26
Accurate and Interpretable,classifciation and regreession model greedy,False,6,18.492412090301514,57.45277279999999,24
Action Branching Architectures,classifciation and regreession model greedy,True,2,4.888408184051514,21.282401599999986,26
AUPCR Maximizing Matchings,classifciation and regreession model greedy,True,6,23.07662606239319,50.21997559999997,15
Balanced Linear Contextual,classifciation and regreession model greedy,True,3,9.077268600463867,41.36477279999997,12
Beyond,classifciation and regreession model greedy,True,7,21.567049980163574,58.33425042499994,26
Bidirectional Temporal Plan,classifciation and regreession model greedy,True,4,15.421870708465576,42.854987839999936,17
BOK,classifciation and regreession model greedy,False,6,22.181290864944458,46.572855874999924,21
Capturing Delayed Feedback,classifciation and regreession model greedy,True,5,15.950154066085815,51.34506962500001,25
Cisco at AAAI-CAD21,classifciation and regreession model greedy,True,2,5.270725727081299,21.81282080000001,14
Crowdsourcing real-time viral,classifciation and regreession model greedy,True,4,16.13499355316162,35.418151599999995,20
Deep Just-In-Time Inconsistency,classifciation and regreession model greedy,False,4,13.932336807250977,74.25364289375005,11
Deep Open Intent,classifciation and regreession model greedy,True,3,9.313609838485718,29.976140149999935,30
Deep Spiking Neural,classifciation and regreession model greedy,True,5,36.99340629577637,53.82003040000001,30
Delving into Sample,classifciation and regreession model greedy,False,3,10.76654577255249,48.59003039999993,13
Detection of social,classifciation and regreession model greedy,True,7,17.695831060409546,37.87531399999983,30
Deterministic and Discriminative,classifciation and regreession model greedy,True,3,12.530614137649536,17.80498654850001,7
Discriminative Sentence Modeling,classifciation and regreession model greedy,False,6,19.19818925857544,50.358269150000666,23
Evaluating Digital Agriculture,classifciation and regreession model greedy,False,5,17.04485583305359,48.50927280000002,20
Evaluating Sequence-to-Sequence Learning,classifciation and regreession model greedy,True,5,12.623535871505737,47.452272799999946,29
Evaluation of a,classifciation and regreession model greedy,False,7,20.637000799179077,52.18222767499998,25
Evaluation of Fake,classifciation and regreession model greedy,True,3,10.82543134689331,11.22247879999999,12
Evolutionarily-Curated Curriculum Learning,classifciation and regreession model greedy,True,2,3.687898635864258,43.67249009999999,2
Expected Value of,classifciation and regreession model greedy,True,3,10.431144714355469,22.333830799999973,9
Explainable Failure Predictions,classifciation and regreession model greedy,True,6,20.173823595046997,96.50251569375004,13
Explaining Reward Functions,classifciation and regreession model greedy,False,5,15.2935049533844,36.474886825,19
Exploiting Cross-Lingual Subword,classifciation and regreession model greedy,True,1,4.488687038421631,0.0,1
Exploiting Language Models,classifciation and regreession model greedy,True,3,10.120248794555664,30.404537759999982,9
Exploiting Multiple Abstractions,classifciation and regreession model greedy,False,6,38.91834831237793,45.060348675,24
Exploring Gameplay With,classifciation and regreession model greedy,True,5,12.769025325775146,56.560449199999965,17
Exploring the Efficacy,classifciation and regreession model greedy,True,4,13.638845682144165,66.88919464775998,5
Fair Conformal Predictors,classifciation and regreession model greedy,True,4,23.68000316619873,40.0,5
Fast and Knowledge-Free,classifciation and regreession model greedy,True,5,19.625070810317993,34.04673200000002,31
Few-Shot Learning for,classifciation and regreession model greedy,True,2,4.265043020248413,13.132669050000004,3
Finding All Bayesian,classifciation and regreession model greedy,True,3,10.262782573699951,69.06986480000009,22
Fine-Grained Car Detection,classifciation and regreession model greedy,True,4,11.927452087402344,37.735562800000054,17
Fine-grained Retrieval Prompt,classifciation and regreession model greedy,True,4,16.250296592712402,22.481623999999996,7
Fixation Maximization in,classifciation and regreession model greedy,True,3,13.260210037231445,25.161957600000022,9
Forecasting with Sparse,classifciation and regreession model greedy,True,4,22.104379892349243,54.044908800000044,15
Frame and Feature-Context,classifciation and regreession model greedy,True,8,47.93939828872681,52.30705662500005,20
Game-theoretic Approach for,classifciation and regreession model greedy,False,8,31.343076467514038,67.78946239999988,37
Generalized Planning in,classifciation and regreession model greedy,False,5,22.209545373916626,45.28275759999997,12
Generative structured normalizing,classifciation and regreession model greedy,True,5,14.006598711013794,34.00014294999994,17
Geometric,classifciation and regreession model greedy,True,3,28.32768440246582,17.574687360000013,17
Harnessing the Power,classifciation and regreession model greedy,True,5,20.536680221557617,60.90896589999993,22
Hierarchical Average Reward,classifciation and regreession model greedy,True,4,13.114941596984863,34.507772799999955,11
Human Capabilities as,classifciation and regreession model greedy,True,6,15.29316258430481,38.943371624999976,22
Human in the,classifciation and regreession model greedy,False,6,21.352916479110718,53.95514399999996,16
Humans_ Assessment of,classifciation and regreession model greedy,True,6,14.054323673248291,61.3127764000007,23
Hyperbolic Graph Diffusion,classifciation and regreession model greedy,True,4,13.962016344070435,29.18370160000002,32
Identification of Abnormal,classifciation and regreession model greedy,True,5,18.05684804916382,36.413895190000034,22
